Class,Contrast,Dissimilarity,Energy,Homogeneity
1.0,1429104.0,214786.0,27639.76,1409066.64
1.0,823188.0,115714.0,58098.75,929439.61
1.0,662499.0,88947.0,26367.3,530354.35
1.0,1067252.0,168464.0,61492.23,1088608.57
1.0,937857.0,149837.0,25232.3,1254321.03
1.0,396807.0,64487.0,34914.7,430515.7
1.0,1373614.0,236082.0,54288.47,972205.17
1.0,651510.0,90556.0,48380.51,948630.74
1.0,570192.0,83894.0,65428.61,733084.24
1.0,2012696.0,255206.0,63045.93,1395075.13
1.0,1192106.0,176230.0,43410.08,1631833.22
1.0,617355.0,83615.0,29402.25,576815.24
1.0,597113.0,76147.0,19862.49,556113.47
1.0,954760.0,132084.0,58747.14,1098883.6
1.0,524458.0,75298.0,27829.54,338887.55
1.0,2154866.0,310096.0,52730.85,2072193.36
1.0,1566663.0,238413.0,65366.39,1388694.25
1.0,2524552.0,356488.0,61642.08,2274978.27
1.0,2380830.0,313422.0,48092.89,2173018.01
1.0,1298686.0,187716.0,53388.87,1382358.59
1.0,674414.0,97010.0,18486.2,673902.94
1.0,639219.0,82753.0,45546.02,638966.17
1.0,612969.0,77079.0,21652.47,245914.36
1.0,1845840.0,261960.0,21247.03,1513197.21
1.0,987934.0,127562.0,35058.76,1525009.16
1.0,654102.0,97858.0,39857.84,658409.7
1.0,592077.0,77619.0,55389.11,568057.27
1.0,923563.0,120049.0,35528.24,779944.24
1.0,785928.0,99748.0,42940.84,702572.63
1.0,504540.0,66126.0,45064.31,619456.74
1.0,860729.0,102623.0,45954.56,577630.88
1.0,663834.0,106514.0,35800.16,737890.11
1.0,1208656.0,189220.0,59681.8,1187521.52
1.0,1383583.0,204707.0,40127.37,1471111.46
1.0,1125844.0,141564.0,40788.25,622490.51
1.0,1350715.0,176095.0,63319.29,1429676.89
1.0,1080269.0,141893.0,52546.3,1153877.35
1.0,1257903.0,157861.0,7512.37,1230672.03
1.0,1034862.0,129428.0,38625.34,1110213.84
1.0,785949.0,111399.0,36916.67,1283876.16
1.0,122320.0,21768.0,48173.39,93665.05
1.0,370248.0,57730.0,16733.89,428241.89
1.0,683663.0,99009.0,24308.4,793063.95
1.0,987636.0,145660.0,21983.7,1019872.66
1.0,810507.0,120469.0,46808.74,757325.55
1.0,1988040.0,274780.0,57728.72,1721851.96
1.0,2290912.0,269604.0,31310.36,1273187.06
1.0,2034462.0,243782.0,63632.25,1006162.18
1.0,1243718.0,152078.0,61350.33,1123459.56
1.0,885758.0,112726.0,58778.39,935498.28
1.0,1170151.0,163491.0,47421.39,1200087.68
1.0,1120180.0,160834.0,63282.19,1024713.68
1.0,696413.0,102937.0,13150.6,748161.69
1.0,236812.0,30586.0,44316.3,85698.97
1.0,1034034.0,151436.0,63625.16,1079159.84
1.0,1192959.0,166913.0,63054.48,964221.21
1.0,2690935.0,335383.0,20119.8,1723410.41
1.0,2101131.0,258193.0,61845.73,1756083.22
1.0,1849248.0,248154.0,64917.6,2100363.78
1.0,1687309.0,210249.0,62916.57,1795880.07
1.0,1687309.0,210249.0,62916.57,1795880.07
1.0,1813414.0,228838.0,56376.22,1684325.3
1.0,1124172.0,177514.0,11535.61,1287664.86
1.0,839399.0,120785.0,61588.45,925042.71
1.0,977076.0,155120.0,35832.82,939001.68
1.0,691519.0,91495.0,32916.41,690710.34
1.0,768264.0,101652.0,36360.97,823613.5
1.0,827776.0,102656.0,51646.33,909929.25
1.0,1093946.0,173880.0,60680.04,847999.52
1.0,1909379.0,255209.0,62233.89,2067730.84
1.0,434194.0,72832.0,7781.74,470486.65
1.0,859448.0,121364.0,51630.51,784531.89
1.0,574089.0,75509.0,44414.29,349423.13
1.0,1058432.0,142576.0,32585.66,904475.64
1.0,4050147.0,499259.0,19801.19,2937178.48
1.0,2480959.0,320725.0,15084.39,2642650.9
1.0,634572.0,89832.0,38697.4,589572.65
1.0,508746.0,77198.0,45626.78,740131.0
1.0,744546.0,113622.0,62918.82,913950.65
1.0,1241224.0,181450.0,12497.78,1691461.49
1.0,1247240.0,163042.0,20946.02,1861341.26
1.0,1017841.0,146495.0,39637.93,1317411.99
1.0,1205348.0,162290.0,49775.51,1496078.91
1.0,1475627.0,196465.0,56624.6,1734668.74
1.0,1840273.0,227013.0,34114.65,1880143.61
1.0,1303550.0,169258.0,61297.93,1455596.0
1.0,1326181.0,168517.0,48545.72,1231900.48
1.0,1256072.0,169888.0,51500.66,1660923.53
1.0,971128.0,149180.0,17278.41,1341905.75
1.0,1484486.0,192042.0,42232.51,1758001.24
1.0,1197410.0,170070.0,60408.32,1375883.41
1.0,1199124.0,155862.0,64275.09,1479497.33
1.0,476866.0,67622.0,61173.12,553908.65
1.0,597871.0,79791.0,62775.5,638171.5
1.0,982852.0,148678.0,50430.81,514765.86
1.0,1796437.0,291873.0,53785.59,1690655.61
1.0,541641.0,66789.0,46877.3,347530.43
1.0,3062521.0,395753.0,48998.45,2757038.49
1.0,2703000.0,347648.0,23928.67,2634015.34
1.0,2559261.0,329941.0,58455.38,2411424.62
1.0,511288.0,73950.0,62237.21,604434.53
1.0,608950.0,87468.0,61790.82,767342.25
1.0,1139631.0,172931.0,49826.79,1164864.8
1.0,1063992.0,154148.0,61584.55,1233804.43
1.0,354989.0,58039.0,53185.86,325870.01
1.0,1228231.0,188507.0,57334.54,1035908.93
1.0,1134833.0,145499.0,42123.77,1083452.6
1.0,1419121.0,194283.0,48537.81,1513335.7
1.0,4594736.0,765902.0,53409.51,1230847.15
1.0,469952.0,72042.0,43427.5,604759.71
1.0,879972.0,108960.0,31405.67,902568.59
1.0,1493112.0,187500.0,26836.13,984476.79
1.0,838450.0,108556.0,57020.4,917205.73
1.0,671078.0,91242.0,64675.47,606207.13
1.0,1350596.0,172338.0,20920.62,1467178.42
1.0,608577.0,89913.0,29452.71,638058.26
1.0,831479.0,110255.0,55172.54,828699.42
1.0,1175404.0,185848.0,41901.8,1321266.98
1.0,820275.0,108737.0,55311.96,674107.15
1.0,825566.0,109398.0,27607.57,916786.96
1.0,832476.0,106938.0,36165.45,1039968.26
1.0,843683.0,109791.0,54305.67,754562.18
1.0,1856112.0,236550.0,46922.94,1445556.03
1.0,773437.0,95755.0,47360.97,871553.77
1.0,1750314.0,263246.0,45020.57,2816058.35
1.0,1720496.0,217702.0,48518.73,1512561.15
1.0,1084291.0,149303.0,3277.92,1389480.66
1.0,1102198.0,151616.0,28011.4,1503832.33
1.0,527674.0,81502.0,25752.08,510828.33
1.0,773141.0,98215.0,60998.31,933658.71
1.0,727634.0,97898.0,44001.18,786552.06
1.0,1508469.0,215251.0,27062.83,1494274.22
1.0,774432.0,101472.0,52234.05,744612.39
1.0,720309.0,100533.0,64207.78,740633.86
1.0,511113.0,81459.0,62320.93,549107.99
1.0,711661.0,87953.0,31672.29,572008.75
1.0,610720.0,89670.0,52329.51,743376.07
1.0,912207.0,135241.0,40481.76,640939.22
1.0,1240972.0,174282.0,61513.09,1228175.73
1.0,844662.0,111550.0,13649.79,1063291.56
1.0,1676445.0,202523.0,33268.23,1240612.19
1.0,1067986.0,140156.0,65471.55,1160584.58
1.0,1067986.0,140156.0,65471.55,1160584.58
1.0,1412129.0,177771.0,57433.59,1498726.06
1.0,1078913.0,136165.0,47668.2,1224630.17
1.0,1051032.0,134050.0,19147.51,831277.14
1.0,810090.0,112218.0,62871.67,1020456.84
1.0,688446.0,101340.0,27737.77,837021.68
1.0,927683.0,131597.0,34997.24,959291.64
1.0,1086650.0,147274.0,31751.11,1078330.85
1.0,799871.0,106385.0,20518.5,842339.92
1.0,435961.0,67615.0,49089.49,535344.45
1.0,480354.0,69642.0,26870.55,625803.75
1.0,1121030.0,168914.0,29613.07,1393965.86
1.0,847568.0,123138.0,57392.99,1095588.46
1.0,1514143.0,190901.0,46973.09,1259037.32
1.0,1122697.0,148331.0,20278.25,1357544.52
1.0,1485857.0,186233.0,58657.5,1490359.6
1.0,1224992.0,172664.0,22575.02,1148104.75
1.0,917178.0,138184.0,28703.54,1029013.32
1.0,878657.0,136159.0,45436.33,1128528.98
1.0,636988.0,90670.0,44455.03,579273.43
1.0,1456859.0,208895.0,36392.94,1263381.35
1.0,1311582.0,166586.0,58505.44,1404098.61
1.0,1180843.0,156117.0,47915.52,1346941.73
1.0,1195279.0,157841.0,48085.45,1279601.71
1.0,1535057.0,200505.0,32834.28,1738342.41
1.0,1535057.0,200505.0,32834.28,1738342.41
1.0,1265774.0,166912.0,53734.48,1166508.06
1.0,1361427.0,177639.0,41438.55,1448582.75
1.0,903675.0,144743.0,40490.32,1182516.98
1.0,963726.0,140514.0,57586.75,974857.44
1.0,769637.0,117351.0,45822.3,722051.33
1.0,885058.0,136562.0,53882.04,909813.89
1.0,914725.0,120983.0,60165.85,871957.99
1.0,1116834.0,142228.0,55613.85,981611.98
1.0,1146809.0,159813.0,62122.53,1286544.18
1.0,1023152.0,154958.0,54361.38,1286461.7
1.0,987011.0,135759.0,63345.61,1137190.52
1.0,1261853.0,188805.0,32859.84,1388336.0
1.0,1172646.0,165400.0,18244.55,1184132.44
1.0,569465.0,91259.0,58948.74,417095.59
1.0,464100.0,65694.0,30469.8,359775.12
1.0,1595458.0,226934.0,59585.63,1502026.78
1.0,1462525.0,217281.0,34056.33,1405144.47
1.0,1608053.0,247641.0,60293.08,1469295.62
1.0,1296089.0,166691.0,61973.57,1396222.8
1.0,1143547.0,162459.0,62259.07,1269383.61
1.0,2031077.0,288775.0,49273.82,2315372.94
1.0,1448140.0,205724.0,55661.76,1318808.17
1.0,452517.0,66279.0,21090.89,544631.85
1.0,456921.0,69487.0,43619.16,648484.49
1.0,1751961.0,248059.0,62282.62,1891854.73
1.0,1186483.0,156371.0,50146.67,1101882.18
1.0,709580.0,105930.0,37056.27,875606.7
1.0,889070.0,130302.0,52410.71,1243794.66
1.0,979165.0,130403.0,61119.6,1051243.78
1.0,1540231.0,213311.0,63547.51,1706534.4
1.0,1951665.0,229213.0,62393.89,1198228.22
1.0,885431.0,135059.0,26453.69,1021716.69
1.0,1604991.0,246409.0,54682.94,1517024.05
1.0,569244.0,82258.0,47925.53,545059.0
1.0,987206.0,145478.0,53742.25,927645.16
1.0,3692568.0,448356.0,12128.86,2601839.93
1.0,622725.0,87405.0,29889.79,777273.88
1.0,776218.0,117226.0,27574.98,1065652.58
1.0,1270568.0,171930.0,42191.58,1037293.37
1.0,1687254.0,228446.0,58433.97,1325314.76
1.0,11773765.0,1535815.0,48224.48,881152.79
1.0,326863.0,50231.0,37444.53,363425.93
1.0,505928.0,69650.0,20855.35,396100.62
1.0,778921.0,103073.0,32207.82,735612.71
1.0,2217408.0,300188.0,33553.15,618387.73
1.0,1696063.0,247625.0,39506.82,2366045.43
1.0,2287983.0,303291.0,48635.69,2274602.41
1.0,2008333.0,267773.0,46049.02,2024408.68
1.0,1808885.0,245451.0,55039.58,2657821.94
1.0,1808885.0,245451.0,55039.58,2657821.94
1.0,1808885.0,245451.0,55039.58,2657821.94
1.0,1683099.0,213877.0,36596.5,1253317.35
1.0,1215017.0,176643.0,7322.27,1389954.71
1.0,463881.0,75719.0,44745.33,630982.13
1.0,788850.0,107100.0,34271.24,1027913.63
1.0,1014088.0,148350.0,53565.26,1029041.8
1.0,1160940.0,178266.0,46317.5,1544860.54
1.0,1134127.0,184979.0,54633.74,1156128.5
1.0,907291.0,112383.0,54671.92,873864.48
1.0,1796321.0,238577.0,60392.52,1443430.15
1.0,700034.0,104756.0,32051.37,1110324.07
1.0,473158.0,67544.0,34753.54,449124.05
1.0,1014526.0,130244.0,42650.86,844325.72
1.0,913331.0,130625.0,8157.71,1284044.98
1.0,708142.0,98046.0,17485.85,705987.13
1.0,2777909.0,407845.0,53750.38,2918519.44
1.0,3017193.0,388285.0,49949.43,3032493.25
1.0,1130956.0,164298.0,40173.21,1090223.51
1.0,768884.0,107848.0,39311.64,803284.82
1.0,848220.0,127336.0,48549.66,1153750.24
1.0,990442.0,151624.0,63534.07,892580.97
1.0,669177.0,123867.0,25808.76,968069.03
1.0,611562.0,94866.0,25036.71,1101635.35
1.0,946967.0,127541.0,55688.19,1006812.44
1.0,665360.0,89178.0,20503.07,743994.36
1.0,1165528.0,141266.0,64134.11,754297.72
1.0,1013019.0,142273.0,12293.49,1042160.67
1.0,371959.0,53133.0,44433.35,445522.66
1.0,636077.0,88475.0,21422.31,752224.82
1.0,564418.0,83276.0,35446.64,593057.4
1.0,1741003.0,222225.0,27043.73,1838865.06
1.0,1587914.0,204122.0,37219.69,1434741.89
1.0,1164328.0,164456.0,41965.76,981453.12
1.0,818802.0,103142.0,43247.7,868688.33
1.0,813888.0,124334.0,24066.68,1253787.25
1.0,3280789.0,416905.0,64642.97,2578189.06
1.0,690919.0,102189.0,48985.12,850430.13
1.0,876717.0,131907.0,25150.54,955691.61
1.0,1141891.0,178151.0,49928.34,1562392.5
1.0,940233.0,127101.0,41727.95,785936.8
1.0,1625895.0,246221.0,39165.99,1906859.01
1.0,576228.0,85502.0,54442.96,771622.89
1.0,1627475.0,249937.0,45885.24,2355695.58
1.0,658252.0,89154.0,20692.95,507006.75
1.0,1210547.0,188841.0,49670.22,1621367.77
1.0,2500005.0,342273.0,29531.6,2229901.29
1.0,2319686.0,318346.0,37051.15,2621005.69
1.0,1096294.0,148934.0,25349.36,959309.65
1.0,1495860.0,188932.0,54141.64,974722.7
1.0,1168993.0,156309.0,40047.33,1259901.31
1.0,1504193.0,197829.0,63058.12,1464354.35
1.0,578809.0,80489.0,65349.59,587632.6
1.0,471731.0,68215.0,28940.06,716809.98
1.0,1085277.0,153861.0,47674.6,1070065.38
1.0,7169453.0,1061741.0,29810.94,743671.66
1.0,456511.0,68567.0,59721.4,618364.38
1.0,2153286.0,271842.0,55372.98,1285138.78
1.0,2100892.0,279954.0,62801.4,1390319.82
1.0,1314129.0,190797.0,62782.04,1251296.48
1.0,1122201.0,160069.0,57523.94,1171010.07
1.0,923850.0,130320.0,22076.58,967018.69
1.0,1265967.0,175455.0,50783.76,1231981.64
1.0,1671068.0,239266.0,51448.75,2143071.28
1.0,1340334.0,187444.0,57047.58,1026277.73
1.0,1101399.0,150213.0,39097.71,1012781.4
1.0,899343.0,145479.0,61720.27,1514823.98
1.0,839022.0,122920.0,18702.99,903016.51
1.0,1842957.0,278839.0,40195.12,2055007.7
1.0,1346373.0,219865.0,51796.19,1962993.62
1.0,1083312.0,150384.0,63202.75,1518414.28
1.0,2124206.0,302988.0,50304.43,2096246.85
1.0,2136207.0,292475.0,16531.99,2034168.51
1.0,632801.0,94783.0,38843.16,634075.54
1.0,2267752.0,294460.0,28292.77,2505704.73
1.0,2223301.0,321015.0,58608.5,3302519.79
1.0,5261011.0,989303.0,4416.36,2158171.23
1.0,1559807.0,220375.0,28177.07,2757834.92
1.0,2894814.0,463654.0,57985.63,1904875.43
1.0,5006639.0,583127.0,52401.92,2426835.75
1.0,2485959.0,319249.0,56456.68,2367674.02
1.0,2680270.0,335424.0,37778.5,2054116.98
1.0,1702418.0,234782.0,51528.67,2031895.43
1.0,1640702.0,225164.0,59631.05,1931583.58
1.0,2655717.0,384327.0,61753.68,2817917.58
1.0,1499647.0,211963.0,58366.15,1907707.32
1.0,1512368.0,220024.0,35178.88,2072015.43
1.0,1311378.0,202124.0,55494.54,1703080.23
1.0,673036.0,102486.0,48693.09,954677.25
1.0,1005187.0,139567.0,33710.24,1001669.54
1.0,1428637.0,197381.0,53027.32,938370.81
1.0,1308787.0,184363.0,48595.19,1183678.8
1.0,1594447.0,225645.0,56893.19,1066473.16
1.0,1171653.0,171063.0,58140.84,1052609.23
1.0,1442399.0,181417.0,51859.48,1368977.61
1.0,1276754.0,156060.0,61047.54,832062.38
1.0,878202.0,121312.0,32333.96,1121790.58
1.0,472081.0,67567.0,32409.33,611056.01
1.0,1136419.0,187493.0,30595.16,1087944.24
1.0,1436219.0,203781.0,19340.03,1685588.3
1.0,1111150.0,155734.0,48216.02,1412971.68
1.0,1372416.0,202032.0,51984.95,1557065.34
1.0,2613391.0,322469.0,59460.15,1549190.9
1.0,1366833.0,216605.0,23060.4,1191375.35
1.0,2290137.0,276645.0,61926.67,1520355.49
1.0,3342049.0,532531.0,27729.46,1313520.46
1.0,1186424.0,173352.0,33422.1,1299998.06
1.0,1227905.0,176675.0,37844.71,1411645.83
1.0,465977.0,78631.0,43978.3,624496.92
1.0,1610025.0,239047.0,61462.48,1811019.75
1.0,556184.0,76866.0,46712.09,741998.28
1.0,1148450.0,148620.0,42616.42,1227879.94
1.0,465399.0,64385.0,57418.95,355974.14
1.0,850886.0,111532.0,33516.75,882491.6
1.0,841690.0,117906.0,51620.17,924193.63
1.0,925176.0,132410.0,49049.79,1002765.3
1.0,667087.0,92229.0,53196.65,740342.15
1.0,471964.0,67452.0,37718.64,477309.61
1.0,938221.0,135097.0,34075.54,1138328.12
1.0,805898.0,111252.0,37196.38,1051858.17
1.0,575146.0,84452.0,34161.55,532266.89
1.0,1203589.0,183613.0,45323.68,1891226.91
1.0,1366652.0,196172.0,48552.06,1679945.4
1.0,2208646.0,312228.0,12211.63,2892107.57
1.0,3312852.0,409884.0,64923.19,2485426.46
1.0,1906584.0,261860.0,46279.88,2221514.08
1.0,1239661.0,180597.0,58238.54,1594516.18
1.0,1256223.0,182657.0,34437.79,2000077.7
1.0,447353.0,68123.0,51503.44,491799.49
1.0,571214.0,81746.0,62840.29,531850.43
1.0,788076.0,104384.0,41431.14,879441.02
1.0,788076.0,104384.0,41431.14,879441.02
1.0,786146.0,110642.0,24470.47,985813.28
1.0,705765.0,111919.0,50252.04,1003096.78
1.0,1071882.0,155818.0,64848.92,1366024.54
1.0,566913.0,82087.0,61120.07,593802.39
1.0,741587.0,102667.0,59892.71,839951.13
1.0,909070.0,122434.0,22687.01,990301.42
1.0,849076.0,120062.0,60084.37,982961.39
1.0,760955.0,104385.0,32574.89,1067946.79
1.0,1880045.0,248715.0,24743.47,1205415.42
1.0,1079576.0,158564.0,36421.22,1565753.49
1.0,545470.0,78810.0,41866.93,574889.67
1.0,772777.0,97547.0,42513.24,531682.99
1.0,719694.0,104230.0,42681.39,632577.76
1.0,518620.0,73748.0,20635.93,623694.56
1.0,831938.0,117686.0,15081.32,855580.02
1.0,485835.0,72165.0,46775.68,536824.33
1.0,1042751.0,160055.0,16979.32,1310376.19
1.0,1050806.0,161112.0,37594.32,1204567.47
1.0,1266254.0,198942.0,64461.83,1744342.81
1.0,5157173.0,832335.0,7705.97,1917795.97
1.0,2055576.0,280866.0,34396.58,2179818.45
1.0,1756581.0,290133.0,58109.36,774364.09
1.0,2041656.0,307168.0,64044.99,2505181.91
1.0,1677839.0,269039.0,48716.82,2315352.15
1.0,2129154.0,295278.0,50826.91,2354810.88
1.0,688521.0,105843.0,62158.36,908824.7
1.0,1018939.0,132459.0,59923.49,856695.3
1.0,1085961.0,141337.0,29178.77,954377.54
1.0,1543499.0,207077.0,25977.51,1660937.34
1.0,1134732.0,158216.0,43265.27,1139386.94
1.0,2002315.0,294267.0,56259.45,2204848.6
1.0,2402904.0,292988.0,7236.77,1654323.36
1.0,2087771.0,277243.0,58134.82,1649459.93
1.0,1302007.0,181025.0,57085.56,1786056.25
1.0,522043.0,72237.0,7175.18,518432.18
1.0,801092.0,111564.0,25118.52,813919.11
1.0,1196390.0,151980.0,59386.94,1022704.2
1.0,601145.0,83509.0,13764.88,470788.25
1.0,725344.0,106790.0,61236.97,504163.32
1.0,469191.0,65785.0,47109.28,463862.56
1.0,769610.0,109032.0,53493.46,742820.22
1.0,1715147.0,231063.0,64714.4,1295563.27
1.0,8038733.0,1202479.0,33977.33,825416.33
1.0,1773869.0,226609.0,30088.62,1100818.34
1.0,367263.0,57611.0,12968.29,474433.22
1.0,969332.0,137522.0,63380.69,1102997.46
1.0,1645652.0,213998.0,64752.4,1370148.56
1.0,1720072.0,229146.0,48476.17,1395070.39
1.0,1613283.0,211503.0,30357.96,1555634.1
1.0,1350902.0,183666.0,34850.76,1159098.9
1.0,2158179.0,262879.0,33195.97,1592763.43
1.0,970842.0,129718.0,52686.22,1025726.67
1.0,324020.0,49278.0,42718.47,375949.09
1.0,485784.0,65732.0,57768.34,463226.76
1.0,491546.0,71808.0,46071.17,529385.9
1.0,324575.0,46941.0,64908.15,383816.85
1.0,530083.0,74725.0,63308.49,745255.95
1.0,528799.0,69497.0,61467.26,408627.64
1.0,786643.0,113609.0,44405.19,745836.89
1.0,1286367.0,175671.0,26426.56,1673669.62
1.0,1060640.0,146804.0,50739.26,1075146.76
1.0,926577.0,122225.0,54083.87,1236318.88
1.0,846955.0,126459.0,26804.96,917606.86
1.0,1563790.0,193786.0,53561.86,975136.05
1.0,1286897.0,175607.0,48557.58,1056343.68
1.0,1203878.0,169158.0,48435.98,1305032.24
1.0,527356.0,75734.0,64754.94,521377.22
1.0,406895.0,59933.0,57308.88,517157.12
1.0,1365549.0,177215.0,57537.23,1237883.45
1.0,1048590.0,149990.0,57891.94,1027733.22
1.0,1001135.0,138443.0,64934.74,1141189.23
1.0,1163082.0,173972.0,60544.86,1212960.87
1.0,1692810.0,250974.0,57570.22,1722098.68
1.0,2419875.0,346427.0,8822.23,2721035.99
1.0,1221321.0,156877.0,52582.81,1016227.89
1.0,1092628.0,155848.0,25106.61,1301631.41
1.0,875731.0,121637.0,16665.32,1029847.6
1.0,689456.0,92820.0,44733.83,845203.28
1.0,570723.0,81391.0,62620.17,542491.22
1.0,642003.0,99947.0,62793.97,730406.99
1.0,842601.0,119161.0,41122.05,1027583.97
1.0,844709.0,124697.0,18742.34,1000447.66
1.0,619681.0,85977.0,61249.87,638561.97
1.0,660957.0,92461.0,53959.59,759160.22
1.0,857522.0,128978.0,34224.81,782016.69
1.0,689307.0,88017.0,48897.98,553466.63
1.0,1187665.0,176819.0,52026.31,1168230.37
1.0,2028974.0,292214.0,47557.74,1993593.76
1.0,1895143.0,282521.0,35740.79,1999317.32
1.0,522407.0,73725.0,55412.38,885310.45
1.0,534052.0,76880.0,57115.72,702522.03
1.0,1755380.0,253442.0,40297.81,1944987.78
1.0,901336.0,135568.0,56575.13,1070902.82
1.0,564056.0,74406.0,33643.99,646559.68
1.0,729218.0,97650.0,54564.78,453027.62
1.0,406330.0,63454.0,38984.22,612897.91
1.0,1690529.0,220013.0,61353.07,1614820.21
1.0,1161075.0,152175.0,52351.06,1569465.1
1.0,1046595.0,144107.0,58448.61,1242660.2
1.0,1014146.0,146218.0,10962.47,1214059.04
1.0,768999.0,114779.0,18441.05,679977.69
1.0,3790194.0,580504.0,48319.47,3675159.42
1.0,1269191.0,227503.0,61123.67,3304882.49
1.0,537236.0,70478.0,53651.91,463560.19
1.0,962501.0,136071.0,24481.26,909590.27
1.0,770292.0,101336.0,34072.17,723204.05
1.0,1257024.0,179390.0,35444.82,1132906.84
1.0,946684.0,130828.0,46871.66,813605.11
1.0,1000499.0,135339.0,23539.09,788642.99
1.0,1248616.0,162196.0,43161.79,1232070.62
1.0,1676862.0,248152.0,53541.61,1844110.83
1.0,290959.0,41231.0,45934.66,201799.86
1.0,620506.0,94134.0,61993.23,776293.1
1.0,826135.0,106397.0,9491.52,812358.68
1.0,864296.0,112186.0,15423.72,1059718.16
1.0,1671410.0,232990.0,14747.76,1893632.37
1.0,1474883.0,200703.0,37229.0,1630292.99
1.0,1474883.0,200703.0,37229.0,1630292.99
1.0,1650077.0,215743.0,58924.59,1933959.22
1.0,1650077.0,215743.0,58924.59,1933959.22
1.0,953172.0,145930.0,39662.36,1838390.15
1.0,953172.0,145930.0,39662.36,1838390.15
1.0,1123199.0,166205.0,54126.11,1294083.33
1.0,2244224.0,319834.0,57646.75,2468075.49
1.0,382145.0,55061.0,61952.9,257532.25
1.0,942901.0,122431.0,49542.3,961419.59
1.0,786994.0,113042.0,33194.88,753720.15
1.0,648210.0,84786.0,48718.66,692332.1
1.0,571885.0,78143.0,50509.93,729897.79
1.0,705030.0,95764.0,29983.74,676103.08
1.0,862295.0,121111.0,14144.55,712853.77
1.0,592368.0,88178.0,60634.23,580955.09
1.0,2132965.0,292401.0,53071.66,1784659.6
1.0,676546.0,106140.0,25886.6,843799.13
1.0,699987.0,100199.0,12272.31,687953.52
1.0,871915.0,121261.0,7103.99,780576.08
1.0,1169010.0,157958.0,46536.2,1210930.55
1.0,1191339.0,156989.0,58462.72,1082198.78
1.0,421832.0,60626.0,25984.51,269473.48
1.0,1133449.0,152553.0,62858.84,1454734.54
1.0,539732.0,78246.0,52258.94,523143.32
1.0,1719232.0,221264.0,43646.75,1391830.77
1.0,1292526.0,177316.0,34385.89,1554941.61
1.0,1905924.0,294274.0,48539.53,1690974.86
1.0,1069717.0,151699.0,32960.0,1332782.83
1.0,1361131.0,186717.0,52707.14,1599490.78
1.0,2204640.0,297252.0,62090.63,2370685.85
1.0,524073.0,77765.0,57013.25,522062.32
1.0,1994661.0,280743.0,39350.51,2424171.43
1.0,1405279.0,206867.0,61637.63,1638611.05
1.0,495967.0,75599.0,30944.23,712772.83
1.0,1131879.0,155345.0,15846.88,866354.84
1.0,1202466.0,170818.0,22001.3,1239237.25
1.0,1370591.0,184563.0,59107.59,1616648.68
1.0,1303236.0,174570.0,44683.9,1003572.51
1.0,566415.0,77053.0,63301.38,429352.67
1.0,1015693.0,137037.0,19065.73,810077.7
1.0,1101544.0,145196.0,20116.55,1174538.62
1.0,1257813.0,155193.0,51569.96,1176565.08
1.0,986680.0,143078.0,34027.09,1295285.16
1.0,865014.0,115790.0,14928.98,913887.17
1.0,889344.0,117080.0,47285.96,793381.84
1.0,767497.0,103641.0,37002.16,759278.95
1.0,1966635.0,254313.0,56679.13,2008074.68
1.0,1261936.0,156902.0,65471.56,1251638.0
1.0,1104104.0,159364.0,44905.54,1551838.02
1.0,958256.0,140086.0,26185.58,1207530.73
1.0,1029948.0,142156.0,32179.15,990988.52
1.0,1210439.0,156117.0,60708.43,1180368.36
1.0,1411844.0,178404.0,51744.43,1254044.32
1.0,1411844.0,178404.0,51744.43,1254044.32
1.0,971986.0,143820.0,28944.82,1055294.46
1.0,742256.0,101996.0,10101.12,793072.68
1.0,660285.0,95383.0,46596.36,598569.76
1.0,398074.0,56008.0,37991.82,388820.92
1.0,1093728.0,156780.0,41790.95,1111641.85
1.0,687989.0,107155.0,33904.13,801471.11
1.0,2756985.0,442263.0,19480.44,523365.93
1.0,1144500.0,169620.0,42906.37,1529327.73
1.0,752060.0,103742.0,62224.5,623121.12
1.0,1823083.0,262257.0,57941.74,2400100.35
1.0,1436511.0,214185.0,63536.71,1973718.61
1.0,638726.0,95816.0,52424.69,628467.56
1.0,774185.0,103525.0,59737.87,992084.29
1.0,484171.0,69083.0,47727.16,504770.7
1.0,562608.0,72908.0,36322.19,522265.94
1.0,700637.0,96057.0,63837.83,982889.55
1.0,685812.0,92044.0,54041.41,581315.58
1.0,699686.0,106108.0,43894.55,881779.47
1.0,568433.0,78681.0,34470.37,478863.32
1.0,3555032.0,589964.0,34413.63,1488763.77
1.0,1223233.0,182511.0,62880.26,894447.35
1.0,430017.0,73271.0,48850.35,844523.54
1.0,653704.0,98246.0,62137.59,815804.16
1.0,2581774.0,465082.0,65401.25,1349479.83
1.0,1485694.0,209980.0,64963.55,1933834.68
1.0,10716426.0,1491372.0,26995.61,760742.23
1.0,1920888.0,247648.0,48699.31,2340719.6
1.0,2221419.0,283797.0,39162.1,1992213.12
1.0,1745565.0,229363.0,47871.49,1853410.71
1.0,1750101.0,226875.0,53628.05,1882191.45
1.0,1702428.0,225396.0,34317.75,1753888.45
1.0,1850503.0,253763.0,33238.61,1599641.4
1.0,1643991.0,219799.0,60450.69,1687765.16
1.0,1753980.0,228204.0,48586.15,1595344.92
1.0,1696002.0,228280.0,46490.38,2278555.69
