Class,Contrast,DM,Energy,IDM
1.0,11554887703563.36,23543040998.29,81936.96,478897.53
1.0,7634603252586.13,19539122946.3,105554.07,497760.3
1.0,4848216822121.43,14107341394.75,98702.19,477499.42
1.0,4482622263485.4,12388944202.42,82127.16,380557.37
1.0,8366952792160.12,19985655129.84,99907.96,481369.18
1.0,21166124199664.34,43626613241.43,150532.62,709689.6
1.0,4122698032340.64,12216256573.41,85114.05,411308.49
1.0,4477720857142.18,13234005590.1,90709.69,419806.49
1.0,12856680847894.75,27634051154.29,100365.66,461779.65
1.0,3180539657358.06,9710328330.85,68418.71,321099.37
1.0,29997599914402.22,55161571974.18,146589.25,716527.83
1.0,40709975092561.56,69343342560.48,155857.44,738801.89
1.0,16921833005327.81,34612775683.86,120127.28,564861.95
1.0,37760715266231.53,65568962294.86,161235.03,772146.17
1.0,26758213157614.44,52286025128.89,159835.96,773161.82
1.0,2022077435038.74,6622559108.77,53318.94,242487.63
1.0,55092261586450.71,91240642009.59,196830.81,969672.86
1.0,87617516575902.4,127937185849.07,220183.71,1112427.05
1.0,69919883531944.91,110916209561.1,219914.9,1010962.78
1.0,71113910003118.38,107528326376.92,209418.91,941323.98
1.0,29415056624178.93,52515493824.19,146702.79,712392.35
1.0,70461735941377.88,100527011961.54,166884.91,938639.27
1.0,38487798646873.11,68085278152.24,185538.14,905672.22
1.0,24876851150786.28,45112639162.32,125907.44,665170.22
1.0,26667363134992.82,49816042567.83,156006.14,741308.18
1.0,24757674643716.98,48049402836.0,150265.92,720834.49
1.0,141334538577920.0,165768256458.15,221481.48,1094900.16
1.0,18854907503414.27,40913497097.42,151624.94,724051.83
1.0,24914666063938.7,49484852149.03,145762.96,742279.01
1.0,23027421748720.96,45048441773.05,134058.17,624195.49
1.0,5181113832136.86,13946859712.92,79043.28,341266.89
1.0,4754537956018.95,11862766880.99,67206.58,346709.23
1.0,2407232611906.04,7124155296.47,53470.69,314054.22
1.0,6734693009921.97,17206426948.58,94160.22,457908.99
1.0,5885213479992.01,15464659879.24,89068.12,432898.35
1.0,8374356289796.35,20053724041.85,88357.86,405984.72
1.0,13237988632575.76,29384394350.82,115749.64,527441.29
1.0,2231027228221.14,7072649478.86,59467.16,310923.08
1.0,6732467766967.69,17550805754.92,98944.01,442044.45
1.0,1240396228310.22,4498288253.93,46386.66,211545.86
1.0,8908664176821.85,20670077542.35,88335.08,415246.9
1.0,17637554153182.28,37014094351.26,136568.66,623571.28
1.0,10737293670191.26,25866114574.31,118617.32,551016.87
1.0,15448126958775.46,31914891683.42,110680.86,553562.6
1.0,18330177868042.08,36535861971.53,113926.11,600626.06
1.0,10155485717343.01,24031323046.28,102306.4,484491.54
1.0,14023625471997.0,29285950002.05,100990.58,563474.57
1.0,19577672690533.4,37223512525.47,112531.15,552656.51
1.0,12474740140977.52,27541099340.53,105890.48,479642.43
1.0,12343489748748.4,27795886077.45,111889.94,526838.01
1.0,1797323957011.15,5987986482.7,55269.15,244553.77
1.0,22112495678224.58,43811445631.98,141437.4,655667.51
1.0,4419656887559.82,11901641379.78,69080.97,288286.12
1.0,9541543705231.71,22575943129.81,100809.88,473249.46
1.0,364709961952.34,1776431807.62,32417.15,136868.68
1.0,6287063549959.3,15301701806.25,73898.6,340112.93
1.0,4155947566833.87,12009798699.8,78050.11,348816.23
1.0,6986204152188.58,17282836497.45,85992.78,392725.12
1.0,1970291937267.91,6506571756.06,54629.82,254748.91
1.0,589886984052.55,2564992278.59,36834.04,167432.21
1.0,4889973956777.58,14039453441.23,93825.56,432477.58
1.0,3923746792606.84,11591194281.45,76097.53,370547.85
1.0,965194246792.82,3414472864.32,36239.69,179208.99
1.0,23109713483319.04,46746665419.54,148305.37,666371.44
1.0,14443377127529.27,30942494324.87,113194.04,575444.64
1.0,102794632999345.3,144073649083.92,233959.21,1123295.69
1.0,67214459519006.95,100627564987.32,180755.8,955820.15
1.0,44932103018569.2,73085500756.05,168839.3,847016.41
1.0,21147371958636.99,40430588078.61,122124.84,586432.93
1.0,30342395980084.32,57451593477.41,168745.8,766403.98
1.0,616298600646.22,2586365168.67,34931.33,166996.98
1.0,859937446098.75,3336029313.53,39338.66,182878.42
1.0,4688597011451.17,12465096710.16,70451.73,343512.79
1.0,4688597011451.17,12465096710.16,70451.73,343512.79
1.0,6069689388448.65,15657039709.33,82046.57,379985.73
1.0,5176519224474.33,14108616808.03,79581.2,357213.6
1.0,14157456642758.99,29232318328.05,102875.88,478139.0
1.0,1765736277260.95,5694363769.66,49059.89,223225.58
1.0,2523213336230.89,8246656452.45,67946.72,316484.9
1.0,4302940146118.67,11655635919.63,78384.28,387310.51
1.0,5793200332177.92,14535127988.8,74805.66,365027.08
1.0,5790742596008.86,13742386204.7,63539.73,294542.16
1.0,7229694887434.54,16558362070.05,71938.18,413448.03
1.0,17384049150734.02,35380237045.98,119954.59,565575.71
1.0,1554613719382.85,5459193492.06,52186.79,232440.95
1.0,848681284843.99,3173715351.49,38106.98,194461.78
1.0,1636514197365.23,5313582263.86,47999.39,237520.49
1.0,1365549275387.34,4753661663.05,45503.0,202866.5
1.0,3288661075479.49,9716419649.63,67840.27,325027.86
1.0,922359306251.12,3609602609.64,43149.1,193972.9
1.0,12513900208167.69,27972516041.35,108865.15,504069.89
1.0,9098637537541.57,21518059833.06,99624.17,475538.39
1.0,14036169115100.2,31467441053.69,130413.44,616268.33
1.0,34973169343191.19,62574893523.4,164560.86,813720.89
1.0,41162848009956.08,70835937042.74,168545.25,838158.81
1.0,3781655366237.64,10747858834.33,67410.86,299439.76
1.0,66116579627874.8,98731110812.88,185621.63,897982.39
1.0,65165665414627.36,97779040250.36,180422.79,880140.96
1.0,42618178031656.24,70460722593.63,161177.25,792517.11
1.0,3665816797086.77,10016657584.34,59755.66,296763.56
1.0,2909931727831.02,8642343190.24,62099.91,321042.49
1.0,3684225250631.32,10539213910.21,70773.01,335757.82
1.0,15417160915212.82,34233451942.32,133453.65,624146.2
1.0,5267350172038.96,13885888883.1,74517.65,373354.6
1.0,47670734764297.42,74999748144.75,160990.49,811221.64
1.0,11406372452014.6,24226290935.61,86119.22,467468.92
1.0,17712594545878.68,35905470174.61,118186.46,601413.46
1.0,22422250793959.07,44626882269.97,137035.95,628148.52
1.0,1138075237035.02,4211432339.2,45236.46,202427.69
1.0,2730046890417.08,8042389926.61,57180.13,282123.16
1.0,4097433428986.17,11315845300.62,68182.23,338897.3
1.0,775532572425.4,3131132023.74,41474.28,187553.03
1.0,970007774290.53,3756020210.83,43520.31,202352.78
1.0,776307007178.19,3059663459.06,39570.68,182419.58
1.0,2556925033038.85,7937170578.13,61963.4,289888.69
1.0,13727408973176.63,28828283540.04,102234.32,501216.9
1.0,8300880442340.87,21779580027.08,114347.81,486950.22
1.0,5525340562527.53,14548188346.07,80260.18,402494.14
1.0,898193384271.23,3603377815.61,44246.91,188775.16
1.0,7134206856625.59,18723697462.88,97614.67,425293.83
1.0,10941872138284.79,24017526422.93,102468.42,512429.11
1.0,12026687140323.13,26064020038.43,100744.35,525927.56
1.0,11411290859511.38,26458483563.03,119095.96,557904.02
1.0,4781899373825.55,13624965404.29,90312.66,441999.27
1.0,11166414003301.68,25555931487.64,111714.4,572410.06
1.0,5608861458722.38,15011079429.87,83276.87,377240.68
1.0,351104241317.72,1680125993.91,30151.52,131864.72
1.0,649320219019.11,2753332140.48,39541.65,180446.6
1.0,1245575729111.8,4485536989.0,45456.66,205252.48
1.0,323735909556.92,1672588928.51,34863.01,148996.34
1.0,2872299089850.86,8775294546.96,64589.82,292289.96
1.0,579820075006.56,2477971984.32,35979.55,163813.18
1.0,1870285240819.78,5908376197.01,48309.44,238114.31
1.0,17685763929939.04,36499264046.53,139090.65,662736.53
1.0,5620435529853.75,15299807237.45,87450.6,422005.28
1.0,7945736780244.18,20119614787.16,101732.68,487910.68
1.0,4246046078301.44,12178014409.87,78146.39,366849.2
1.0,4484111178901.22,11579926721.09,65244.62,362635.7
1.0,5532745159139.4,14505589030.33,79970.38,401428.35
1.0,9025348342689.9,21322175761.23,95793.16,447668.0
1.0,1107455388781.15,4134210129.43,44389.86,198111.32
1.0,980498485214.1,3838162169.79,43992.51,187792.05
1.0,10213819794965.31,23482163167.65,96494.44,452356.32
1.0,5375894276488.5,15269017667.92,90746.93,404101.48
1.0,7181930384973.83,18150857420.4,98374.16,443712.92
1.0,9849035741886.78,23552196405.81,108720.7,489033.59
1.0,25308013854936.86,47107505716.34,130070.54,618933.08
1.0,86575967264421.77,127080664427.05,216430.53,1051025.15
1.0,2910223036501.88,9117268879.6,72648.66,333463.75
1.0,7777329694008.7,19925533524.98,99909.09,479350.05
1.0,4943003302375.96,13539047089.62,80953.9,366075.67
1.0,2879821962339.96,9357825620.51,78383.33,332599.97
1.0,1173695390294.76,4293493075.16,48379.33,213179.5
1.0,2891661789432.66,8668657984.57,61444.38,292014.52
1.0,6779434762934.54,17028412356.89,86927.86,404605.35
1.0,5672288490795.09,14920773911.48,84569.58,396172.2
1.0,2047112082455.44,6860276303.82,60138.78,254185.63
1.0,2735977866977.39,8878480269.95,71709.42,304225.91
1.0,2865853830427.58,8406713307.56,57907.31,278704.38
1.0,875916564809.93,3530273899.46,47075.48,215497.21
1.0,7206671967211.83,18689180898.72,95465.58,442714.23
1.0,27390732507489.76,50006822891.83,138024.31,715415.51
1.0,36440567784578.16,60938534901.41,143357.12,729088.2
1.0,2250099745584.86,7913305175.79,77862.93,336760.53
1.0,1402050251026.27,5290550246.64,56940.23,266270.23
1.0,26947899076599.26,49467131868.08,136565.74,680195.04
1.0,6021880167495.0,15971905385.16,88311.12,401670.95
1.0,1451860642716.91,5345402696.06,58001.93,256980.12
1.0,474727557572.1,2199845525.94,36506.79,169090.38
1.0,1641895454689.74,5767853975.77,53392.13,224075.66
1.0,14504090688554.52,31637059358.56,124410.41,607975.42
1.0,12986818176198.34,28463709477.9,126322.18,577617.61
1.0,6705833606791.42,17671015534.81,94655.73,443218.37
1.0,9785094614755.59,24055676946.64,108100.59,487059.01
1.0,2139920262460.66,6422102821.0,48017.72,238326.48
1.0,158595142404204.47,219349876686.77,340167.26,1556332.16
1.0,93076329206922.58,147215055032.02,300359.24,1310237.49
1.0,851064966611.52,3115518907.13,34590.34,160911.45
1.0,5196631054917.27,14086802849.0,79572.21,367552.78
1.0,2098546281543.64,7087926629.71,62156.47,273118.31
1.0,6844626962732.1,16705137382.11,82875.56,413620.71
1.0,1855350562975.67,6346141638.29,58816.19,303085.16
1.0,1929811719408.19,6424408909.59,55553.02,289294.2
1.0,5232026327230.67,14422613223.77,87077.09,414040.73
1.0,26134157530298.24,49223602212.17,138523.32,649425.12
1.0,79098847637.04,489299031.77,15859.84,73198.14
1.0,2499038824182.52,7912645122.94,61061.08,276320.25
1.0,2750960022683.75,8459363015.48,63124.35,298828.48
1.0,4509399545714.32,12750117199.06,82892.49,395815.2
1.0,26043994517944.46,46673827068.18,122545.77,658595.74
1.0,16305274279325.74,35121723469.39,128026.61,610240.29
1.0,16305274279325.74,35121723469.39,128026.61,610240.29
1.0,27397581104964.35,52839368108.06,162311.04,735920.46
1.0,27397581104964.35,52839368108.06,162311.04,735920.46
1.0,26161029019129.2,51772779110.94,159255.21,700102.54
1.0,26161029019129.2,51772779110.94,159255.21,700102.54
1.0,9760658973784.37,23378546585.68,103011.42,489819.2
1.0,61795082571146.63,93777500489.35,180350.97,911498.58
1.0,190315527440.34,956388391.78,20305.52,97514.97
1.0,4699697493833.87,12569147935.6,71727.87,346719.7
1.0,1765691349694.35,6234592188.9,62396.33,293865.76
1.0,1679117000888.32,5864868537.23,56643.89,266169.62
1.0,2263394382184.26,7417237568.0,61475.34,279365.74
1.0,1212312451734.1,4724220859.81,56748.67,267731.96
1.0,1867678316423.21,6450259816.53,60117.39,286364.12
1.0,1362127362080.26,4821894966.18,47213.88,213423.31
1.0,20830006556630.79,40000563482.32,120790.07,628791.66
1.0,3822795808291.55,10717943078.44,68542.3,315623.55
1.0,1840540243617.58,6271772928.58,57309.88,262870.3
1.0,2832912249361.82,8646581539.08,63837.92,312509.22
1.0,12354728894313.7,24619419871.31,91866.69,462416.27
1.0,8137723187305.58,17687549542.42,81321.99,407496.96
1.0,256084346240.82,1205200148.25,22109.73,105858.4
1.0,9937360480709.34,24314098690.77,116231.72,543013.95
1.0,749863940307.78,3230622220.43,46798.44,210777.11
1.0,11244961255920.88,25676278433.85,110617.22,512122.15
1.0,12549096487035.36,29296882573.04,131866.35,604714.38
1.0,26204379948180.38,51165000922.74,152693.41,698490.44
1.0,9092035741677.32,22237686449.07,111440.52,510559.99
1.0,16484167695340.92,34939688587.76,127129.05,620529.74
1.0,48159061941568.59,74216771907.18,150887.62,818899.5
1.0,843830654525.07,3450978629.12,44069.32,192792.71
1.0,42804806138351.32,71974621819.97,170404.94,836748.39
1.0,21978061898379.23,43399980785.15,135102.87,623779.85
1.0,2095314249221.8,6634368303.52,50925.26,232910.48
1.0,4922110782122.66,12510034722.92,65610.59,315412.94
1.0,9214880247764.59,22769000263.77,107876.94,483840.69
1.0,15512788564872.68,34751147647.59,138304.85,626118.57
1.0,4381116467695.73,12646809188.65,87238.48,410432.96
1.0,669854399000.87,2771645787.66,37045.96,166062.53
1.0,2591628843115.85,8150260404.03,64718.26,311043.42
1.0,5972584895370.39,15677810273.18,86889.97,426118.39
1.0,5197315690182.18,13748524319.92,82588.01,393587.58
1.0,9427707176258.34,22293159863.77,97567.42,472969.45
1.0,3264086332746.61,9629383314.98,69557.82,348219.61
1.0,1774653971552.74,6256060577.5,62329.13,303042.75
1.0,2810556688697.93,8483064586.81,60604.49,284959.08
1.0,20981235238185.54,41935906000.52,142012.53,668723.53
1.0,7323597573424.09,19031623723.39,110543.33,490035.42
1.0,19031098665518.24,38006154960.64,132443.07,584472.76
1.0,10634331148779.2,24455909940.79,102301.34,437495.41
1.0,5148954181981.0,13985340586.82,79505.63,372441.48
1.0,7408205306501.07,18117065716.95,92993.51,435923.7
1.0,8527624833697.6,19729956593.18,85341.2,432258.03
1.0,8527624833697.6,19729956593.18,85341.2,432258.03
1.0,6422564279581.53,16825836942.72,88350.84,395016.61
1.0,2404830648731.28,7792642289.88,66360.06,305360.78
1.0,1830793646721.57,5965509934.78,48921.39,233131.71
1.0,469461910905.78,2121023647.59,33279.6,145578.58
1.0,5212858853997.99,14145888894.77,82846.52,396458.63
1.0,3707906020438.62,10685135133.6,67762.18,293308.2
1.0,1813611741241.65,6180470667.8,55497.76,256538.65
1.0,14858586318103.68,31932703933.04,115142.87,521667.82
1.0,1944682205135.1,6033001727.0,49921.72,247230.22
1.0,64057262504839.55,99977588444.42,193020.8,923575.48
1.0,43271727303764.65,75092827149.12,174093.33,791606.45
1.0,1907509778197.72,6065856458.19,49366.72,231880.7
1.0,4990561719970.5,13417140503.24,86052.03,387704.01
1.0,625303293466.69,2844552077.4,47796.12,198645.08
1.0,696794155404.63,3017165770.8,43042.51,196418.0
1.0,4085063158302.39,11808346035.89,83013.8,376101.01
1.0,1203309121458.43,4549482945.62,50532.2,229654.88
1.0,3027862268610.2,9550686704.37,81884.15,348326.23
1.0,672376054909.68,2861949956.62,41069.67,187997.76
1.0,15460050126422.63,32242794835.28,118860.75,609171.46
1.0,2978185231464.06,9379313244.57,71149.21,347497.51
1.0,4971326925684.61,12779015585.0,65642.64,297518.35
1.0,4415643512483.34,11831964809.59,68190.58,306015.53
1.0,17837682731121.95,36070122508.06,119995.73,553993.95
1.0,25082132324947.33,48188431450.97,134664.81,645402.1
1.0,13032282816941.58,29601088925.13,113927.59,484079.87
1.0,39799985476679.1,72105447623.44,203172.79,895624.12
1.0,24369794145726.58,48778161339.46,154580.31,749563.72
1.0,22402730847014.65,46210746880.64,151369.04,707165.99
1.0,23826250969736.54,47500553910.27,145206.11,713482.49
1.0,19108561756624.8,39842574448.92,142156.86,666166.79
1.0,12884393350113.81,28828130322.75,119919.19,582235.51
1.0,14863641212273.82,33634480940.88,135907.37,636993.21
1.0,14473108043741.56,32979033116.79,130280.96,609949.0
1.0,34374423080525.16,58022652859.0,142307.83,727898.1
1.0,41964279857023.52,73807136209.11,173426.75,815861.59
1.0,44299762481588.98,76182615149.13,174263.15,799208.83
1.0,6202272574004.07,14898476340.16,69395.57,386595.07
1.0,3340388805317.17,10258879392.75,74250.85,336901.21
1.0,4376755167530.72,11954500773.69,68394.55,307138.62
1.0,2574962044282.95,8704187437.89,77513.84,323020.01
1.0,13654817964766.3,29599809336.31,107015.62,487342.72
1.0,5204797320809.94,14258566576.56,82122.9,370974.84
1.0,32857968627110.2,59418211780.53,155973.01,704758.66
1.0,10568963978405.18,24775814316.25,105689.41,480960.49
1.0,4435212059539.78,12525365517.39,77822.9,340828.71
1.0,3716711854264.22,11038785681.67,73695.13,331715.68
1.0,9852683603733.88,22593869676.4,95961.3,467923.52
1.0,6135694471899.05,16178470609.68,91548.1,418647.16
1.0,129355139125036.9,178510146828.1,261560.38,1179443.51
1.0,18123267654491.21,37431828639.31,128887.77,590165.89
1.0,9276347903379.63,20138000427.58,90768.54,454037.66
1.0,4987978505261.08,13965711362.37,87184.17,386676.48
1.0,11331330339005.59,24344249640.05,94000.31,451543.47
1.0,2305779866210.91,7372082233.59,59075.53,294565.21
1.0,3921054064074.45,9756541514.01,51211.36,237364.43
1.0,24010270419012.02,45247295134.35,125500.51,599286.72
1.0,9315851354907.36,22177609385.17,93956.87,435134.06
1.0,6416008767797.85,16636847675.85,88854.02,400529.89
1.0,732838734141.84,2983558527.74,39522.87,192856.16
1.0,4078921418152.02,11659927362.23,78813.38,365846.53
1.0,3602564907272.19,10785568956.94,74396.05,330755.01
1.0,20569777085386.86,41371559660.25,134317.86,689365.68
1.0,29479886054411.67,56435234420.61,175511.26,819801.9
1.0,12841556640735.55,27849471123.54,104549.08,468342.72
1.0,7172260830107.88,17509008282.84,82514.61,365233.0
1.0,5968804328989.43,14762461842.07,74574.35,354469.29
1.0,5909589881237.9,15655638858.21,82986.39,386998.79
1.0,975148260120.99,3658305679.31,40928.11,183394.12
1.0,3334800698785.87,10602188053.21,85106.7,374842.03
1.0,6380706986600.52,17471888769.36,95100.01,441870.32
1.0,2594218407905.7,8058279869.37,61413.91,301451.17
1.0,4431773387207.8,11833110117.64,68258.57,328137.01
1.0,3754560179169.22,10537345813.91,65266.33,290190.85
1.0,2568860437981.24,8166536376.75,62555.91,272088.75
1.0,4967810978556.75,13724305746.72,79633.53,360095.72
1.0,2991740939845.94,9065022683.9,64329.53,282852.01
1.0,17010490970431.82,34919127745.92,117201.51,524603.05
1.0,3183387840924.88,10087085349.08,80298.92,364725.26
1.0,2487055344035.24,7860944913.66,64706.65,283699.0
1.0,5276647349421.35,13963503778.94,76458.44,378636.76
1.0,9345056051200.77,22810828359.35,107266.22,476106.21
1.0,4349762835929.79,12314625267.63,75251.59,345690.17
1.0,15393886940177.78,33683115047.01,125175.89,543478.51
1.0,707309429213.67,2989902135.58,41174.32,190295.67
1.0,1190777001851.49,4356285766.84,44359.87,217731.86
1.0,1473312823677.7,4819067450.63,43245.5,212624.25
1.0,7547284095645.26,18784853586.3,90887.02,406135.4
1.0,108127829759747.02,143742025006.47,206139.01,1028867.3
1.0,525876604992.32,2324333652.27,36273.8,160084.36
1.0,7208843837691.79,18560854496.63,98115.39,437182.97
1.0,8159675519455.67,19618529968.37,89746.59,438463.56
1.0,35966360123307.62,62635072604.28,152660.95,712362.06
1.0,4277039470128.12,12039902419.39,78524.04,355821.8
1.0,7566183942025.14,18915437406.73,92814.75,419770.8
1.0,1184260763025.4,4446375267.38,51397.52,238327.4
1.0,910498866665.28,3723189703.92,46920.64,212239.84
1.0,3454492731681.49,9957955909.3,65502.35,290251.21
1.0,10727049562111.36,24584113938.44,101350.74,496358.45
1.0,9866723853703.41,24230698141.26,116328.89,533464.55
1.0,16389747221021.78,36577217216.74,135840.14,594751.74
1.0,3806354257042.54,10670635716.21,65490.5,304455.13
1.0,2630057351969.05,8096017824.6,58152.78,268900.31
1.0,2039799593191.67,6851135978.83,58271.44,257103.36
1.0,425694405025162.06,451414001017.18,378652.62,1862346.55
1.0,281541558614783.5,314041130347.35,303826.27,1573920.2
1.0,65793258013679.23,103600113333.89,199510.33,998444.71
1.0,280006111850492.1,317716645337.26,321549.47,1571025.68
1.0,20432324317833.24,41717533288.1,144089.36,679634.79
1.0,685864733876.04,2862609791.99,38630.94,178457.68
1.0,578599836917.71,2577951178.62,41655.37,184170.4
1.0,5892204227959.15,15389521338.84,83085.12,363994.55
1.0,3855628688186.57,11037793436.4,70440.27,320610.02
1.0,592603884713.24,2635689176.23,39417.16,172006.62
1.0,904737088784.58,3586662677.99,44233.65,197191.28
1.0,2402385498503.07,7514470552.45,58093.98,267583.34
1.0,13803494554548.74,28701765873.67,100300.02,458852.69
1.0,9422622290435.28,22464246135.58,98772.41,481483.95
1.0,12631006775696.76,26251855000.06,89595.91,482118.11
1.0,3872755526791.57,11045643203.03,70952.35,319360.44
1.0,20132961697243.46,40127260855.2,132358.85,635728.1
1.0,12310662374656.19,28338721725.72,116782.69,522399.08
1.0,1548076072210.65,5100102198.76,43800.48,200278.97
1.0,8213213650696.6,20345076547.3,96603.01,453218.13
1.0,14811550944889.86,30873170010.46,105685.11,514285.35
1.0,4357328345642.85,11791064516.91,68607.11,319557.01
1.0,4749073208211.38,13232411314.79,72319.06,342845.14
1.0,5776707560948.61,14567239071.68,77333.11,362436.84
1.0,4993233095631.51,14014063071.84,87667.9,394833.17
1.0,1115179625432.76,4288073688.39,49655.2,221755.88
1.0,3011993777009.68,8964671910.3,64409.71,294027.94
1.0,1366343987995.59,4736342315.68,45962.45,219105.41
1.0,19558240925013.54,39088795646.67,127798.65,593198.46
1.0,24211237257571.24,47607500714.08,159734.76,723756.38
1.0,3667367365349.08,10266729548.54,65515.76,294932.13
1.0,136517445381788.95,175088646701.71,235180.76,1094833.93
1.0,114730078102599.23,149074469527.72,206442.87,1018302.1
1.0,19857195166524.27,40039259934.81,130864.26,609853.22
1.0,595230326629.0,2416417710.33,33846.6,165496.47
1.0,15059244400994.57,32559670460.39,123616.52,569681.43
1.0,6794190372633.12,17883243063.41,97470.27,458830.82
1.0,13445402729723.29,29698597525.64,114475.61,530757.6
1.0,31858002241755.22,58164419996.34,158505.65,725886.46
1.0,25762109079137.15,49729481809.16,174077.72,784766.65
1.0,24247895874014.44,47665516149.94,168307.42,758714.11
1.0,8575061102539.71,19692092293.42,86392.91,381572.54
1.0,1058263108125.85,4012659610.44,45892.59,209338.24
1.0,1242487736051.75,4536550406.28,48072.06,214879.11
1.0,123464598922362.73,166388896419.3,238424.01,1081712.61
1.0,313792869930.9,1543563748.24,28988.57,131036.63
1.0,3578992225455.4,10623699012.08,71100.58,327957.82
1.0,41679953980657.79,67666887881.23,151917.25,767879.63
1.0,13520615071269.96,29960795701.5,116738.27,581450.14
1.0,4303546012670.18,12300973562.36,77169.9,350769.85
1.0,6739783637328.6,17176867566.41,82167.43,400692.41
1.0,5445321582838.03,14061022800.2,73063.81,345627.43
1.0,3368926354467.83,10135503078.44,73638.65,337449.66
1.0,1410490753940.99,5012026131.23,49021.03,224792.8
1.0,6513299797477.86,16326953380.21,78836.37,378797.32
1.0,6721547659761.91,17736346037.88,101821.42,458236.41
1.0,8236511053289.78,21127807830.26,107496.16,478996.61
1.0,7337228905472.03,18551331926.73,102252.39,499001.27
1.0,12727955445121.66,29188078915.72,125253.66,605796.18
1.0,9993728930187.07,24310557319.19,120371.1,554264.55
1.0,7300342549762.52,19254155766.71,101787.77,463920.56
1.0,21892223438206.69,44956215266.75,152763.41,692460.91
1.0,12741634652848.08,29024810235.99,117340.04,548377.93
1.0,371165972239.38,1750193547.14,30400.91,135387.39
1.0,3374989454014.62,10155306046.53,72082.89,336338.87
1.0,1574160599194.46,5315589800.15,46906.57,209711.81
1.0,32194536945411.32,57664787769.3,152466.85,729352.81
1.0,18529316874752.28,39875986628.65,146669.85,655976.95
1.0,1088967479738.79,3998657800.14,47054.06,222776.03
1.0,2311501732429.89,7259628001.27,58084.38,263575.03
1.0,12360932302431.45,24837154986.22,84835.75,407114.97
1.0,15209719351570.75,31401461695.63,115117.41,498382.85
1.0,3445804364525.71,9817820532.78,64540.29,298936.93
1.0,3005429734350.22,8938435504.82,66646.13,325556.22
1.0,7130957565045.54,17425252548.91,86884.3,435864.3
1.0,14946610435678.12,32633360509.22,123728.3,565602.35
1.0,1114534694915.6,4337955745.97,51295.65,240876.03
1.0,1257363322463.32,4378106922.65,44492.13,224309.94
1.0,2313682490723.31,7694333596.27,66566.3,304875.25
1.0,4513646558285.17,12836348664.03,82454.79,393327.35
1.0,3065088498518.56,9315314483.74,67975.79,311451.67
1.0,8618325698650.13,22415298244.41,113734.91,478503.97
1.0,2888317993547.84,8728645909.22,66352.34,310436.38
1.0,5587293285714.14,13827248995.9,69267.73,324862.27
1.0,4229180222665.14,11416973204.42,68803.43,332991.2
1.0,26154844372535.73,49365430708.23,144482.16,679489.3
1.0,194434524992614.62,228800274870.2,265009.4,1347439.32
1.0,177998343316316.03,223411100443.79,275080.2,1358982.11
1.0,169955871052284.53,214125324609.63,258662.08,1321529.71
1.0,4615829467420.33,12794291133.78,79463.33,390360.96
1.0,2158202915701.43,6725878635.17,51439.74,244804.07
1.0,23229703319732.04,47660847031.26,157985.37,744932.56
1.0,2295448228418.63,7092097627.86,49368.14,232967.65
1.0,3916498345120.35,10874055380.42,66650.53,298415.13
1.0,4096010323948.03,11624238476.26,71796.25,313073.51
1.0,6124096315547.38,15715400077.11,81219.71,380040.84
1.0,5705689859770.36,14928615244.07,80810.98,353449.08
1.0,4700697091936.94,12977839888.87,78408.85,351208.36
1.0,5963963429586.9,16573259801.13,96666.25,428785.67
1.0,31276183845145.64,57860853211.22,156021.65,760629.53
1.0,59258640932869.56,93574164572.89,194124.94,978821.11
1.0,64353766522558.37,100312030599.75,208967.28,1025831.44
1.0,103104950061964.38,148028235521.96,241102.97,1145211.04
1.0,43799523034525.89,73379716100.08,159144.18,849165.44
1.0,26012288827476.89,48291514236.59,130966.89,738364.69
1.0,23012596712742.68,44456369813.61,134113.43,686514.81
1.0,29348342374802.28,51976753459.42,130792.67,711306.44
1.0,70062962291758.18,105727731530.14,187232.63,1004323.57
1.0,6320642371839.86,16200570287.0,83158.11,372216.43
1.0,7203952673966.59,18255966863.61,96749.91,432620.76
1.0,3964078618966.48,11605575294.97,76482.3,357214.15
1.0,8646740138939.97,21119381589.36,97266.03,424954.42
1.0,15305841878356.75,34996352839.94,151539.84,668528.0
1.0,6827149742684.34,16813600995.23,81130.0,362128.65
1.0,5038466654111.89,13552128286.35,74702.73,337043.97
1.0,3011182226576.11,8453763625.23,55011.29,284302.36
1.0,73972326251204.84,107610417636.22,186683.26,943216.52
1.0,5158556728846.52,14009100684.39,80023.26,375178.21
1.0,5265987648313.78,14641568390.38,86959.86,391067.75
1.0,6220818462266.16,17302011346.12,104886.75,455541.27
1.0,10275762778585.57,24525481960.3,111632.82,517223.68
1.0,5787034161015.02,15760656490.96,87067.61,389890.75
1.0,36713865273102.18,67371886863.08,176587.14,769558.06
1.0,1923185962856.73,6312296302.49,53719.02,239967.93
1.0,6538220105864.38,16655433452.12,81464.34,361104.42
1.0,1625243514735.56,5622604945.04,54088.93,246330.35
1.0,1042844528392.05,3891705843.28,42074.87,178876.67
1.0,2299467017462.8,7410609335.19,60876.25,269602.02
1.0,4897218444397.44,12967267830.4,80904.5,375168.79
1.0,20491421098064.61,40776282638.34,153754.47,667997.85
1.0,11263455666891.59,24261830760.3,92382.12,473193.92
1.0,4678384078631.34,13219510566.75,80748.63,376180.39
1.0,9658916742734.41,22929737178.52,99880.45,454293.7
