Class,Contrast,DM,Energy,IDM
1,70766804405263.44,113693242650.3,234220.43,977913.62
1,37742342032010.01,66575454942.55,168406.05,786438.9
1,125617603158543.58,168557513390.31,256259.66,1198029.72
1,2692861523030.78,8493359177.92,70451.58,304357.44
1,3423205078539.36,9978909136.08,68572.84,312200.02
1,3474981272287.65,10227133301.3,69315.16,312125.95
1,7290962820777.91,16459248788.68,69812.41,372913.76
1,37700711011599.56,64970446247.73,162068.06,770666.01
1,31043588416664.8,52365130786.13,131893.86,686648.48
1,2232913369665.62,7670548046.21,66128.03,299392.65
1,2771483861736.12,8908895237.82,70234.63,308585.36
1,4616596771366.45,12848739020.77,74698.51,348204.29
1,4176105512511.82,12029640116.02,78617.87,365267.95
1,6427816978877.35,16981792122.67,93615.08,438838.26
1,2393485200305.33,7826299664.32,63268.12,283711.03
1,559979522227.0,2477129575.87,37831.63,163602.37
1,1643922108283.15,5911405407.77,59680.3,270177.64
1,3025728512535.42,9283666905.35,68737.62,301518.37
1,19123735324518.95,37971233653.16,118760.2,566250.7
1,31006500018963.88,59205043610.03,166232.84,767118.31
1,3106356517188.31,9465228536.21,69461.97,319273.86
1,1885189785438.73,6274750322.93,54539.65,250217.79
1,44430389630087.96,74470920170.17,167291.54,754630.72
1,1625271550714.1,5380554803.36,49623.31,230289.37
1,2540875072908.21,8201286673.92,68243.7,301437.04
1,4492194668534.06,12975685780.3,86555.19,409183.24
1,560616563274.11,2287302968.14,32013.03,159833.46
1,5362563769283.88,14392127491.87,81319.97,392704.9
1,2403908206712.24,7355506260.69,55248.75,259764.52
1,5115041155027.93,13843165899.71,77614.45,348431.85
1,1477903737666.57,5663962104.25,65228.04,302293.99
1,71494646602819.72,112071396895.43,230797.39,1061075.9
1,7669889508372.6,18510172742.54,84118.57,418870.41
1,20197069958399.14,39264058353.4,125797.37,572965.98
1,4399054153471.98,13113360712.23,99518.84,443210.01
1,12648947007234.48,27677000503.26,106228.73,521806.3
1,579314961941.29,2585182596.91,39062.44,184116.91
1,2704566098918.56,8104141149.31,57993.98,273214.98
1,4081240001183.68,11214744658.86,66570.84,304625.1
1,15891167432623.31,33572988170.93,114948.19,540125.45
1,6144124597593.23,16415930318.5,96607.25,441057.55
1,2619733629953.39,8142831873.36,59781.71,283906.61
1,4879800716813.39,12855684236.17,71774.8,347705.37
1,16946636279211.16,35299242990.13,123011.34,571726.04
1,3280040924933.46,9665125582.12,66080.95,301400.48
1,6005869580953.13,14833743364.63,73746.63,346681.45
1,6623032346728.53,15287038910.38,77962.07,358570.14
1,1682265153027.18,5884976034.67,54492.64,242312.61
1,1196853989553.92,4410868862.12,50874.41,225212.23
1,15777339206582.36,31739967687.04,106356.38,466002.2
1,10772528712508.92,24343337141.6,101373.15,486179.27
1,2743951021172.95,7912752340.22,52774.2,236901.32
1,23925387255595.96,44629005327.78,128330.84,623145.43
1,1607609903375.69,5396785260.74,48972.46,217723.32
1,1981113627586.61,6595732177.94,60623.33,292554.04
1,39735226641004.2,70838789750.83,181339.99,823596.81
1,4616488439818.61,12553143004.99,72904.94,333007.77
1,521821114546.09,2281386601.0,33320.78,159779.51
1,2520104359220.67,7878375230.41,59468.57,266836.52
1,14262449751601.34,29803561974.87,106973.13,523648.32
1,4691532487715.39,12304567501.73,71640.75,350615.34
1,1826778944839.86,6171523474.81,57180.77,260360.95
1,29717234034750.48,55536853900.33,157307.56,723503.15
1,6113511917496.91,15672218242.39,83505.81,408708.51
1,2040746668223.04,6371422905.98,49592.01,233185.34
1,3335520208824.98,9781221269.83,67110.87,315054.79
1,9736730287052.44,23354016889.56,101990.03,456739.47
1,2098836750602.48,7030884173.19,64847.78,295541.03
1,1027680678183.55,3904257248.3,41867.31,180625.08
1,2073201496227.38,6517607027.38,55317.53,258900.39
1,5478539134877.2,13706790442.33,69933.65,336002.73
1,6703971697848.89,16842347401.53,82846.18,389616.55
1,3454833296867.67,9942281907.47,64705.06,292883.32
1,1722847555337.85,5792920467.67,53873.72,251014.22
1,8961958324091.0,21305816536.96,98097.04,457457.35
1,3249819587312.52,9589563186.87,64948.95,291012.77
1,2237039584039.14,7036006706.83,58388.96,268535.04
1,6530525085392.18,17909742536.5,102376.08,455888.42
1,17816917928915.12,36385557477.61,120924.95,547089.34
1,7807925591025.52,19138592451.73,90546.27,424313.54
1,4548141309017.0,13058989450.76,87077.46,395799.64
1,1555618435725.99,5448804348.85,51221.1,232252.01
1,11984405098524.59,27901630691.78,119621.92,554718.95
1,1148974435857.8,4087488847.56,43050.66,195258.91
1,10038253837119.36,21516065134.15,92506.75,474794.51
1,4988509510037.64,13764181283.88,80979.77,365115.31
1,8443464579547.56,20764914807.27,99422.51,486299.48
1,4140175456993.08,11913595542.46,75892.61,339692.1
1,3828748058011.05,10662546384.11,67906.49,316381.81
1,1590955865727.29,5467150884.09,49870.6,224154.32
1,2186377955523.04,6915245873.0,56167.01,259722.21
1,1991490418644.02,6622658874.04,57767.22,275558.95
1,3175238329135.33,9285395855.94,60694.9,267711.28
1,1695988600425.76,5923315847.48,54115.09,234886.88
1,2330885530788.67,6944163342.42,52141.19,246728.39
1,3107484496409.5,8883952037.61,58787.29,260697.03
1,16255625258699.81,31954976670.83,98047.68,463868.95
1,714764140569.37,2904462199.97,39205.22,181557.34
1,25991175458268.81,50124353118.15,149536.24,740829.3
1,6437459904225.32,14893969991.21,67959.82,358021.67
1,1432490730189.92,5285492302.14,55949.5,254346.73
1,39033101989250.8,67234725628.31,159107.21,736286.18
1,5211682058879.96,13662092491.1,78212.74,345815.07
1,2577686709943.18,8129156633.25,61844.46,275974.43
1,5051757560384.03,14374265950.35,90383.76,394813.28
1,19807375906856.07,39299359759.35,135376.78,633185.52
1,11929438769097.78,28541519424.87,130564.2,635789.24
1,4428062719307.2,13043855890.0,90464.81,422011.18
1,13000132117829.12,28176999031.35,104773.11,485329.55
1,1083489942414.09,4052511834.87,45762.92,206402.15
1,1151924629395.78,4281942248.07,45565.55,195444.94
1,9311668758468.78,22061546851.77,100838.53,481542.35
1,2893337197743.98,8624824097.56,61343.03,274775.77
1,3087683258117.87,9367855155.78,70144.36,318869.63
1,3221029978254.94,9698498747.62,67326.22,291130.03
1,4160449634005.44,11665315889.02,74703.79,333115.82
1,18345499629346.96,37664058669.61,126290.6,579484.07
1,3957455062190.78,10878374953.9,68384.86,315789.73
1,3811519531192.62,11012566267.98,76792.0,369978.86
1,5282162057917.88,14507232827.7,87342.43,423433.91
1,3001463879389.78,8919776849.28,63869.72,302104.43
1,3778502268111.97,10819926220.21,71719.18,324448.81
1,412273847631.81,1916354826.54,31946.88,153904.13
1,3953372008234.48,10504842672.8,61986.94,312692.42
1,122005659327430.6,171756157559.43,291682.06,1357081.76
1,2350043857569.32,7629293413.62,65985.15,299528.95
1,1099457915036.58,4045554751.46,44793.44,200631.1
1,67747777726523.72,116368664280.37,279392.65,1282243.29
1,61231923655871.24,106919676094.55,270597.52,1199512.9
1,68336588107550.08,118877708128.71,285134.61,1273850.69
1,2019439751491.41,6393724657.42,52251.39,250146.49
1,4414082917284.38,12297141898.44,74652.24,338203.48
1,673657069731.06,2806822774.59,38070.55,171783.3
1,4219727653818.75,12116275711.72,79128.21,358230.49
1,9629041106020.95,22780357487.28,97159.4,458600.24
1,4619683400296.55,13331244137.29,83997.46,404726.38
1,994222941177.93,3743959498.09,41914.43,193599.17
1,1669626671901.67,5614903000.85,50561.5,245871.07
1,2301969409137.99,7497469280.5,62727.4,278199.18
1,1146186601532.81,4179301894.22,43322.67,200531.67
1,3237797002172.28,9254803440.54,60931.37,287605.72
1,5175438290698.92,14235926090.86,81506.75,371058.9
1,14612519315797.49,30082667003.05,104870.51,535384.65
1,597574365364.74,2605560815.76,38364.37,163882.74
1,15700566399077.06,32099724508.01,111391.26,581376.77
1,448689350058.78,1861618972.05,25542.64,132689.39
1,4350803255833.09,11476474655.75,68933.84,360117.29
1,1467610349076.85,4863877172.29,44224.25,229646.61
1,5350432926270.15,13318458646.49,67031.06,315832.12
1,1297220691343.16,5029937360.86,57493.65,270089.06
1,1767629449845.36,6137211898.79,59060.52,253292.13
1,1210647833010.47,4491338727.21,48176.28,228820.07
1,1592009664029.52,5404837057.83,48035.73,211110.6
1,4755009941477.68,13610949980.23,91897.0,431384.17
1,7266468765411.84,18059411476.84,87573.06,412620.28
1,696027011220.28,2692627195.49,34288.05,155522.68
1,3300952113612.81,9623925291.3,67700.58,330399.21
1,24543182871080.6,48391112240.25,150916.6,709148.14
1,10316785685255.24,24181621218.11,104758.08,478421.83
1,3477349462456.47,9555704263.03,57815.29,268012.72
1,4163665551539.01,10988134429.35,59311.32,299950.89
1,18456514872438.19,36666100616.35,116761.72,527731.55
1,700737378199.38,2699402257.09,33672.49,169643.61
1,3906997740495.39,10931102120.17,67455.62,315096.46
1,5956599078317.63,15494224054.29,85783.82,399717.18
1,4649162996101.28,13185498704.35,82523.29,387979.54
1,3734000687613.96,10834969954.61,74216.39,347646.81
1,7077216612237.33,17696510260.15,90479.66,425242.07
1,6820452865658.37,17777716981.4,95963.61,440403.29
1,3894864948217.66,11392806896.4,74962.92,353185.96
1,2978416103663.04,8364211586.59,54930.03,302652.59
1,2064157945949.56,6466068822.85,52579.13,244418.73
1,4797067419317.91,13711741759.14,87894.54,375483.7
1,5236296884821.57,13471126881.31,73454.59,356576.69
1,2147630164047.96,6823474024.87,55118.82,262525.53
1,2759629284019.11,8126002307.76,57600.57,289761.6
1,5343436703785.34,15072591829.21,100529.47,456661.02
1,812350673399.53,3315367085.81,42654.64,194848.49
1,3325507404932.18,9510919823.68,61621.58,279202.25
1,10390414905895.87,20616029514.87,77689.04,380325.69
1,4422645677134.9,11846207592.78,68957.47,344515.35
1,44596836471434.64,74677309427.73,165559.59,802108.5
1,70596982561961.77,106751846301.25,203699.29,929577.19
1,59930175617106.26,93567152173.35,179760.38,939818.72
1,758994783375.61,3177556831.28,41432.74,182317.18
1,3126390162627.44,9607694346.4,69936.74,338236.11
1,22914776215071.02,42821173620.0,119565.36,616670.23
1,4745654533692.18,13151822753.36,78974.32,393210.96
1,5192257979200.42,13477600445.97,74122.58,344445.91
1,34902963247998.64,61869698422.35,149102.17,669750.9
1,12659211368057.22,28044593874.39,109252.13,496295.2
1,21639872041509.16,38302006032.47,100005.89,490431.0
1,8228475647318.85,20190870195.71,94808.55,436759.16
1,812826062360.93,3341984648.27,43510.26,185124.57
1,967472981389.56,3498572199.6,38870.4,176327.35
1,2564643882231.36,7879361676.71,57497.45,257672.71
1,2517260041304.62,7672548565.66,57388.61,269731.52
1,3339892169829.84,10279412458.17,82132.93,386973.19
1,925227048348.69,3569701988.54,42451.73,195990.87
1,37685629560474.42,68806344856.8,178422.77,829534.16
1,23397552264138.82,46720939528.04,151366.78,723360.89
1,597644651450.89,2447147964.76,34258.81,163849.32
1,250282263385.12,1275591812.13,26572.62,119591.16
1,335788852681.48,1624056628.88,29640.39,139909.22
1,895185423957.74,3596188199.69,45548.3,206135.93
1,206895426456.9,1114188135.93,24930.24,109603.23
1,1978660913082.52,6522450228.25,55953.04,249063.53
1,36496943321402.06,65619713395.07,166020.72,704832.15
1,1616075940939.77,5453264129.42,49764.09,232390.51
1,54226962205475.02,87540643292.04,182450.22,842294.73
1,4127798079973.19,12362140273.47,86531.63,391745.75
1,11164805663625.32,26187293888.91,114329.41,563409.6
1,4418732368464.92,13761693903.49,108281.24,477123.69
1,1067045405005.94,3903551844.87,41705.69,201300.14
1,1003635625877.41,3714915610.74,43066.39,199511.0
1,5746178951509.27,14673514773.56,77377.34,366897.19
1,1776494236298.86,5897787644.72,50804.14,238559.72
1,1118139398336.2,4301024369.38,49925.73,228786.21
1,3523514120253.77,10137802746.55,66531.63,320923.19
1,5381679399635.97,14668011629.38,83526.37,399970.51
1,779935325159.16,3242362858.81,43599.22,197615.11
1,447128442869.08,2169306448.94,39136.73,163098.63
1,2266362755011.42,7509193731.04,62669.09,309330.26
1,2884188167261.94,8278420004.3,58945.75,293867.97
1,79104090132424.22,119279068087.03,216934.39,1032560.25
1,1500850155518.87,4956783174.95,47255.57,219329.49
1,1913374116848.1,6190403304.41,51761.37,242197.3
1,5202428174706.24,14037831482.72,82431.73,388728.7
1,234167558130.6,1194646504.63,25403.95,118576.04
1,2117964094545.17,6990369221.99,57553.09,247995.63
1,2789165758167.08,9128017102.05,71187.14,309561.69
1,2136306712584.58,7210530494.16,62305.5,271336.35
1,4453213628796.48,12048855234.31,72561.65,349320.66
1,903429948272.26,3407082826.5,39438.82,184486.12
1,221989041932606.0,233075294804.76,254455.89,1182898.29
1,14437013396286.26,33075044156.97,140652.64,660310.3
1,7316046179675.5,19326937205.82,110550.49,499962.03
1,1825299340797.07,6374340841.38,57677.89,265988.23
1,11150056438343.81,26116119526.86,118776.07,549321.73
1,7985590209298.82,18386333978.69,80003.63,403164.36
1,8385721820714.85,19954355579.75,89558.38,423955.99
1,29166715660353.02,54745235592.9,161002.41,705588.0
1,46527145890862.19,75485620573.24,163250.47,772955.73
1,8335343443228.43,19763456684.65,91834.85,465259.0
1,2876710002062.05,8094187764.3,53680.88,269917.91
1,14833815531175.51,31473425270.3,113051.73,508358.75
1,20746450599741.38,39839192311.3,121317.43,622431.94
1,3294081906084.01,9880822645.79,71261.91,326555.99
1,1518535287252.46,5191880889.58,49988.82,235151.24
1,9042072008585.48,20702808752.74,91325.26,462298.85
1,10257794831046.73,23961748804.24,104002.6,480911.59
1,10650716736486.13,25094741802.75,109472.19,501053.26
1,4220277240210.96,12135340007.75,75970.91,367813.98
1,2958314440874.96,9054179642.46,66808.28,311146.73
1,20966822378903.54,40410353067.05,120829.87,619114.81
1,13422970320426.47,26339080554.33,84130.38,417262.98
1,2987850322448.48,9131309522.83,68474.99,304643.87
1,7465606656316.45,18060000238.97,81532.95,379210.81
1,2034342821058.75,6522125319.6,53949.27,253196.15
1,3256505755167.85,9929195510.38,71886.68,326527.91
1,1684639861251.67,5514564600.98,49007.08,232136.74
1,7662705057406.56,19486714190.44,104453.59,479719.62
1,7662705057406.56,19486714190.44,104453.59,479719.62
1,87961210543.24,563565656.12,18883.34,80248.66
1,30528177509141.42,55387734019.51,146514.21,661318.17
1,20795055622628.58,42205396484.48,139341.28,624632.39
1,494461638786.02,2240410364.01,37261.22,164908.2
1,1954032745653.67,6097073435.49,48976.6,235362.19
1,11650315272532.16,25509005609.72,99514.64,464345.44
1,3833841205211.74,10427828551.71,66379.99,327172.25
1,1906349387817.65,6245371319.67,52511.31,263624.35
1,1713469797616.18,5682481694.56,50395.97,244046.39
1,8615063509280.78,20515021691.57,91379.52,429397.02
1,4979443965223.64,13467983061.81,75786.78,367006.75
1,9815617948613.32,24323950402.07,117654.6,558774.48
1,10561482774108.87,25930391402.52,122164.0,549705.31
1,32404556707348.36,62148157822.58,181137.95,791195.56
1,13947564674012.22,30796242286.59,124427.49,603052.05
1,39201625509625.28,64920857314.79,143111.59,784851.53
1,8580550047376.52,20210285112.73,91150.5,462832.91
1,1205092793192.83,4196234430.73,41554.37,193173.48
1,569670989370.46,2407381448.4,34017.47,150602.1
1,6440615988198.51,16828933657.52,90729.49,402226.36
1,3030220397154.53,9385765796.37,70330.77,313488.52
1,1158044417833.21,4397391160.97,50870.22,229983.21
1,1645341441745.2,5602964294.74,51715.26,238633.07
1,5436610255593.12,14894055563.75,87849.38,393016.01
1,21542139627960.71,43718285910.69,148800.81,701463.74
1,6098747563013.59,15349885425.52,82243.71,392460.11
1,710527120747.24,2932651950.15,39895.93,178420.11
1,538613736685.16,2215491904.92,30493.35,144624.96
1,1244720438921.99,4179769012.88,38868.54,202852.73
1,16433631540477.19,34700087114.63,134489.86,623720.92
1,39333728486682.96,70363135080.57,186325.15,868491.33
1,9606238570431.12,23860716554.51,109606.93,525447.29
1,5086998512155.14,13510053955.02,71753.47,362363.13
1,8735246286812.19,19525008111.22,81563.26,409707.81
1,26934065478110.34,49537167245.78,140254.21,700930.73
1,3905202901720.29,11395246653.26,73413.29,340550.82
1,4430595561798.08,12564041897.37,77748.85,349367.03
1,3454551829488.57,9819014932.92,63444.84,291416.4
1,3702116509493.21,10477543545.1,66506.09,306892.91
1,2380439317625.35,7145414270.02,53479.95,238811.65
1,2778248432755.21,8692973129.66,64916.49,298618.07
1,309465955372.08,1534537343.26,30344.77,127463.52
1,1146881375677.53,4596754264.68,55648.64,254889.18
1,674748994118.22,2748781046.65,38237.3,169505.92
1,164518627884.72,926528261.05,22533.03,100859.0
1,1649621707881.92,6137320757.88,67892.52,307272.04
1,9132142220483.93,21790813387.71,99591.01,472415.89
1,11922191131137.05,25828585616.84,99684.66,482822.83
1,1770095926177.88,6043133856.21,56526.82,272942.13
1,9915109090555.13,24040242390.4,109580.22,507570.86
1,2197428095328.74,7008896253.63,56277.53,249228.57
1,2203698794539.36,7075772479.33,59005.32,273824.73
1,828710392951.52,3347389134.29,44003.46,196829.86
1,1018174639708.28,3826419908.06,44406.51,205652.23
1,2729307572823.07,8177309010.37,59681.86,282842.42
1,1290645923382.82,4692674671.94,48495.16,210025.13
1,3082553035560.59,8884352513.96,60422.57,280580.51
1,2503455057759.78,7703211131.92,55559.37,255901.78
1,1934051059288.35,6306910249.69,50850.71,226014.22
1,6481439816979.99,14273283241.19,58154.71,313841.14
1,39390240410355.7,66774133186.61,157118.07,849146.0
1,18719603565814.4,39818619659.47,142402.4,696631.96
1,5565058804549.49,14221939910.06,71389.72,339329.04
1,10932093234630.45,24783243474.62,102237.31,467357.75
1,19043418149312.87,37037113860.48,114932.14,584287.73
1,1291596028410.26,4809622071.9,53319.94,237793.94
1,59325990131562.96,88692768100.64,157939.67,840376.89
1,3407564373721.1,10420071670.34,74722.19,354265.59
1,30886465127268.92,53980349975.63,133003.58,674108.48
1,3712631012196.22,10236673857.84,65827.32,322463.68
1,1679541774024.03,5312247122.89,44948.11,215723.93
1,1388577158207.15,5312486684.58,59562.03,257560.32
1,2164917420186.92,6953983186.04,55338.46,272416.13
1,17416500095655.59,37262036516.2,140018.57,656764.62
1,1538738104885.23,5337128102.33,49640.59,229324.18
1,13016621424329.08,26147506941.22,85199.28,442102.36
1,2812492650354.48,9449795072.47,84142.2,369162.02
1,128558690017878.4,166762251352.02,233086.73,1223373.05
1,29036378506954.51,52408465729.6,146171.01,743161.74
1,8576702356269.0,19261835079.07,76583.89,374952.2
1,1767587314894.96,5835683651.13,53156.58,250209.38
1,1102722032777.84,4177900440.04,46785.61,223344.43
1,2331264118759.61,7573234205.94,61903.69,285307.76
1,32474203715822.06,61186059399.21,171570.39,872764.03
1,4087531988368.96,12411562236.55,85826.79,359861.16
1,915131550018.68,3577939114.22,47736.19,215563.39
1,2610055277297.01,8301257606.95,67649.91,305571.33
1,49100921527164.36,76176997753.54,153132.27,817020.49
1,636384706804.12,2661962308.09,35830.05,164128.19
1,329549921077.57,1642798239.6,33312.6,154328.25
1,19919399361332.62,41466103972.5,150124.15,713827.88
1,812857077325.08,3092598946.85,36239.33,169905.47
1,3648921502429.74,10475252370.16,65085.1,303467.83
1,1407006091168.21,4999339053.95,49046.96,225957.98
1,7844200723302.89,20781277138.2,117155.8,530697.61
1,2739621637990.97,8437995122.56,64281.47,287830.46
1,135277586886.22,784353323.4,21574.03,94961.02
1,5335295920912.47,14592826452.94,85322.87,396331.63
1,10431783628790.91,23863635854.02,99468.83,459281.51
1,1822047878762.0,6154655563.76,58326.93,274710.14
1,9844886613027.51,23004926724.68,99600.57,452712.97
1,2083709335338.28,6642547922.51,53819.0,256828.53
1,43119313138350.12,69031881849.93,152888.17,750735.5
1,44926730272985.83,71227059694.79,166434.31,823307.15
1,50453609106315.65,80931989184.46,167643.18,786421.35
1,20536333999901.39,37889070099.02,103389.96,502117.82
1,18787291025894.18,37347429897.58,121323.43,554214.85
1,1276287153194.46,4661759779.16,48090.83,234877.8
1,6529069478394.62,15831881374.67,77143.46,423234.35
1,2377157561868.05,7684691879.58,63243.11,288647.95
1,20948116855374.61,41587990284.07,134220.77,672798.45
1,5673439266052.96,13671910565.26,63742.23,309821.62
1,4141052072789.84,12362866984.51,87413.36,411428.77
1,19991588160884.58,41565498659.4,146734.41,675177.3
1,5191034610663.38,13745951989.32,72814.6,351977.14
1,1005914721161.2,3782340942.61,42139.82,190296.15
1,1795458090638.44,6380697881.48,59468.78,297940.63
1,3277793373255.12,10112527522.45,78649.75,366047.8
1,7659980199478.94,19070555792.18,98046.8,471264.8
1,4870447011631.23,12372878626.25,64101.28,320696.46
1,4048446044900.5,11628533906.38,74891.42,339925.6
1,2871033579191.44,8218941135.5,57041.93,272313.68
1,673630010532.78,2883284638.79,43232.77,197068.04
1,593415624775.06,2398459173.51,31646.62,159318.28
1,2539398590873.83,8248454456.55,71853.51,328582.44
1,3384284486997.14,9899548680.39,69579.94,328873.34
1,9684629017110.3,22351521763.18,95715.83,473601.74
1,973851418699.89,3697103557.26,42413.97,201243.86
1,5037935389530.45,14167516257.02,87204.28,392675.0
1,7367371897911.81,17150321708.46,79354.57,386683.51
1,2928065676489.23,9256292479.19,70773.1,325521.04
1,2455769845053.66,7478423912.53,55278.5,249499.44
1,36186501812493.4,66874502313.54,174939.1,737700.9
1,37842191323348.12,65779789203.61,161056.82,771292.47
1,1870120198321.99,6362571333.34,59306.33,279624.95
1,1311995880991.89,4572554620.07,43698.98,202075.62
1,4599518063939.08,13108710250.12,83175.58,363280.88
1,3669856519187.99,10394760855.53,66277.94,297494.59
1,866209967158.31,3375462309.67,41786.91,191748.79
1,13812892636675.96,30502010075.48,114099.18,519263.24
1,1132464822918.98,4391140502.43,50267.02,219019.78
1,42084761287565.48,71719537438.86,166435.7,805276.82
1,3825415499611.54,10856659016.21,68824.98,311904.94
1,15308686048080.58,31503669967.98,113826.86,515597.65
1,2227192059235.99,7250823917.96,58558.65,267065.04
1,2081449280626.57,7069660484.76,60662.34,270971.58
1,1091659138497.59,4008313703.3,44011.29,206342.15
1,11370818520943.95,27164905467.76,118100.11,519832.97
1,13438814283494.34,28089417125.36,106785.54,506326.07
1,2525746585523.82,8065388013.13,63405.62,286789.89
1,951723618810.25,3563912051.76,40579.45,193993.74
1,9874797703049.38,23451158527.66,102693.05,477482.8
1,850797624490.08,3453125013.6,43524.78,196676.96
1,1455399981868.67,5354981146.97,55811.04,248891.74
1,919993688195.33,3673860963.01,46033.74,210385.05
1,1568901103517.93,5592815632.07,54546.61,241669.54
1,1052290718542.16,3971513139.3,44407.68,209266.43
1,9934808456776.23,22836937774.08,99784.28,473773.61
1,4474438618529.82,12310124349.67,74306.47,320505.4
1,873066561214.08,3293550481.22,38565.44,182320.41
1,1146388058559.42,4514296662.29,55109.87,229631.91
1,1353717543346.53,4808358752.16,48250.9,219407.77
1,33303675684732.97,59838582847.74,151105.39,653994.23
1,1856014382336.99,6129902724.89,53902.17,240710.14
1,1475464961308.24,5207019354.85,51444.53,218418.99
1,22530587408912.74,44570946422.49,138334.39,630707.44
1,12580234079694.84,26293680434.84,94151.79,488265.41
1,4020765034892.91,10885794331.28,65878.85,330249.87
1,3856535204439.58,10767029401.87,69732.55,341037.54
1,1821284720022.0,5961237566.46,53797.35,252806.99
1,756682482681.41,3262165524.12,46212.75,207611.2
1,5452311041809.88,13947332573.22,72046.28,350073.14
1,1585207917138.05,5692952853.56,57750.1,257738.65
1,4829226128038.36,12001257374.83,62335.96,292890.84
1,753171209453.42,3338943477.46,49546.33,223280.69
1,29612241437880.22,54205845697.44,149515.27,713845.42
1,25288122220189.15,46562864131.6,123891.23,546988.54
1,16447859648027.49,32942468055.5,111847.72,521547.8
1,32668446654759.64,58439464621.34,156813.22,687312.38
1,18983727790514.08,39808460868.79,138157.33,610856.22
1,7208906210663.48,18916132754.36,108124.22,492429.76
1,15892162190685.95,34163681339.93,127552.02,598450.81
1,17842224945077.54,35986944264.51,123099.52,592530.26
1,13709055530259.62,29935105332.22,114669.85,556629.78
1,15591633943055.03,33022481125.59,125091.81,575815.21
1,6976300443039.88,18163447266.14,102395.05,466913.49
1,11124952368731.54,24528190687.93,96858.74,459015.92
1,6700742857265.82,17495851733.54,92844.25,433428.65
1,6700742857265.82,17495851733.54,92844.25,433428.65
1,7692375190996.2,19083814204.0,89228.86,437902.94
1,9320417688020.16,21416461295.39,91158.84,446030.94
1,14466858200713.97,29562040851.67,109569.09,516631.32
1,263314103596.98,1357873955.58,29887.11,141480.01
1,150029486194271.75,178741121080.79,231247.26,1176827.85
1,782935290688.28,3344512616.43,45871.67,203570.98
1,15573776484717.51,32460118450.74,106491.34,516329.12
1,781671630054.13,2807135197.21,32235.64,144962.63
1,1417607423270.3,4990099625.84,47959.92,220909.38
1,2022881338126.66,6827881789.29,58965.97,261952.46
1,611525662992.81,2682095086.11,39315.27,178223.21
1,1622471270429.84,5623176786.22,52809.25,236760.85
1,763504396458.44,3011245630.55,36884.55,176147.39
1,16281098923082.29,34922930316.64,121586.43,544913.81
1,26991119656329.13,52461151938.39,159611.57,691457.32
1,1016548736371.35,3554184716.6,36619.47,200678.76
1,6374635320187.24,16208293857.24,84498.33,392370.79
1,16621664080561.06,34686914787.59,117159.63,542730.4
1,1066766983612.49,4140161930.09,49728.47,226020.4
1,1367419976518.38,5080821706.7,54351.25,247481.86
1,38638221727715.39,63334008814.09,147403.5,737642.06
1,5620069224971.64,14281745491.29,74465.61,361120.75
1,4067433558923.88,11439480310.84,72241.59,351198.28
1,4067433558923.88,11439480310.84,72241.59,351198.28
1,7221711420824.46,17591396185.05,86464.28,407291.71
1,330404582105.72,1520613963.42,25922.93,120121.0
1,1774941537148.58,5825832836.59,51017.31,262486.89
1,1046679586470.9,3886237944.64,42067.17,192787.55
1,512771135959.98,2280200466.97,35707.0,167644.63
1,2207044251142.37,7060415467.72,55544.0,263686.55
1,420375037827.63,1998840446.73,36514.7,168909.78
1,155721522084.28,914705481.52,26313.15,115306.03
1,3011851332654.34,9526264686.45,70944.79,358108.26
1,3238339276561.24,9749907687.4,67515.35,283483.23
1,2807629295600.01,8248940685.09,57719.84,271427.38
1,9641393496185.1,20692267339.23,86095.88,440284.76
1,5149021997863.96,12867773023.43,67729.43,310709.01
1,6831423957616.96,17605371229.99,89119.68,427989.9
1,11612875536464.15,26269156253.57,102829.92,515071.94
1,6029757780980.88,15397529050.35,78760.13,377623.08
1,39943679006492.12,64806533241.51,133979.99,689005.42
1,7541655544941.87,17309927870.09,87388.82,421792.77
1,7364930691849.93,18286467601.23,85610.89,388989.95
1,11606147386488.1,26099741331.6,102736.85,475712.01
1,20516637012724.77,41492892269.81,136398.39,620296.81
1,4260942129083.85,11427921530.64,66884.45,331109.94
1,5407826431135.45,14391889647.35,80225.19,362341.47
1,1183533496630.06,4490511044.97,48667.8,221818.67
1,935061669362.99,3635979080.47,43662.83,198428.31
1,15955235357209.45,33349985420.33,115638.58,544067.13
1,17201039525407.4,35089053949.73,125290.03,567024.19
1,5440648062047.05,14234742149.57,81297.05,377323.79
1,1192526189347.81,4290001512.82,43743.27,207112.2
1,1330256815581.14,4910586143.93,50180.78,241151.31
1,1203206712327.86,4660677712.41,55122.97,245196.19
1,1132328664281.38,3950902864.33,39102.3,187572.72
1,668567281411.72,2622878438.78,33986.95,154842.18
1,8973975075495.88,20500921715.88,87271.81,452065.23
1,3149757510805.58,8960877868.43,58957.94,288020.85
1,14719380132707.28,29350913757.22,93233.29,460265.27
1,3069001668878.17,8854143563.4,60317.13,280276.47
1,34649311665955.18,62977713930.36,170795.31,770157.6
1,4389084083890.41,12054420045.11,70979.96,309562.06
1,6667138813199.6,15816171404.18,77291.03,375841.46
1,4469642842223.89,12996682166.48,86466.93,388933.57
1,11358404990214.63,24565475765.76,94377.81,454485.61
1,4873059104452.45,14016665153.86,88984.89,397782.62
